sex,age,famsize,Pstatus,Medu,Fedu,famrel,Mjob,Fjob,studytime,failures,higher,absences,G3,romantic,freetime,goout,health,Dalc,Walc
F,17,GT3,T,4,2,4,other,other,2,0,yes,0,18,no,3,3,5,2,3
M,16,LE3,A,2,2,4,other,services,2,0,yes,0,13,yes,1,2,5,2,2
M,17,GT3,T,3,2,4,other,other,2,0,yes,0,13,no,1,2,1,2,2
M,19,GT3,T,1,1,4,other,other,2,2,no,2,10,no,4,3,4,3,4
M,17,LE3,A,1,0,4,other,other,1,0,yes,4,12,yes,1,2,5,1,1
F,17,GT3,T,1,1,3,at_home,at_home,1,0,no,3,10,yes,5,5,4,2,2
F,16,GT3,T,1,2,4,other,other,3,0,yes,5,13,yes,3,4,3,1,1
M,16,LE3,T,1,2,4,other,at_home,1,0,yes,4,11,no,4,4,5,2,4
F,17,GT3,T,3,1,5,other,other,2,3,yes,2,10,yes,4,4,5,1,1
M,17,GT3,T,2,2,5,other,other,1,0,no,0,10,yes,5,5,5,3,5
M,18,GT3,T,1,0,4,at_home,at_home,1,1,yes,0,13,no,3,2,4,1,1
M,17,GT3,T,1,1,4,other,services,1,0,yes,0,10,yes,5,5,2,1,3
M,18,LE3,T,1,1,4,at_home,at_home,2,0,yes,6,10,no,3,3,5,1,4
F,16,LE3,T,2,2,5,other,services,2,0,yes,0,12,yes,4,3,1,1,1
M,17,GT3,T,2,2,1,other,other,1,1,yes,0,0,yes,2,1,5,2,3
M,16,GT3,T,3,2,4,services,other,1,0,yes,2,10,no,5,5,5,2,3
M,16,LE3,T,1,1,4,at_home,other,1,0,yes,0,9,no,5,5,5,2,4
M,18,GT3,T,1,1,5,services,other,1,1,no,2,9,yes,3,3,5,2,3
M,18,GT3,T,3,2,2,services,other,1,1,no,0,0,no,3,1,5,2,2
M,19,GT3,T,3,2,3,at_home,services,1,3,yes,4,9,no,2,1,3,1,1
M,18,GT3,T,3,3,4,at_home,at_home,2,2,no,9,8,no,4,5,3,1,3
M,16,GT3,T,2,2,5,services,services,1,0,yes,6,8,yes,4,3,4,2,4
M,19,GT3,T,2,1,4,at_home,other,1,3,no,4,9,yes,4,3,5,1,3
F,16,GT3,A,3,2,2,services,at_home,2,2,yes,8,7,yes,5,5,1,1,1
F,17,GT3,T,1,1,4,other,at_home,1,0,yes,9,10,no,3,2,5,1,2
M,20,GT3,T,1,1,4,other,other,1,1,no,12,10,yes,4,3,4,2,4
F,18,GT3,A,4,3,5,services,services,1,0,yes,8,10,no,4,4,2,3,4
M,18,GT3,T,3,2,2,other,other,1,0,yes,8,11,no,5,5,5,5,5
M,19,GT3,T,1,1,5,other,services,2,1,yes,8,11,no,4,4,2,3,3
M,17,GT3,T,3,3,4,health,other,2,1,yes,4,10,no,5,4,3,2,3
M,18,LE3,T,1,3,4,at_home,services,1,0,no,0,9,yes,3,3,3,2,3
M,19,GT3,T,1,1,4,other,other,1,1,yes,4,10,no,4,4,5,3,3
F,18,GT3,A,1,2,4,at_home,other,2,2,yes,2,8,no,3,3,5,1,1
F,19,LE3,A,1,1,1,at_home,other,1,0,no,0,7,no,4,4,5,1,1
F,18,GT3,T,2,2,5,other,other,1,1,no,0,0,yes,5,5,3,1,1
F,17,GT3,T,0,0,4,at_home,other,1,0,yes,0,11,no,4,3,5,1,1
F,17,LE3,A,3,1,4,other,at_home,3,0,no,5,8,no,2,3,3,2,2
F,17,GT3,T,4,2,5,teacher,services,2,0,yes,0,0,no,5,5,5,1,3
F,18,LE3,T,2,2,2,services,services,2,1,yes,3,8,no,3,3,4,1,2
F,17,GT3,T,4,1,3,health,at_home,1,0,yes,0,9,yes,2,2,5,1,1
F,17,LE3,T,1,2,5,at_home,other,1,0,yes,0,10,no,5,1,3,1,1
F,18,GT3,T,1,1,3,other,other,2,2,yes,3,7,yes,4,4,5,2,2
F,18,GT3,T,2,2,4,services,at_home,2,0,yes,2,14,no,3,5,1,1,1
F,17,GT3,T,3,3,4,services,services,1,0,yes,0,13,no,4,3,4,1,1
F,18,LE3,A,1,2,4,at_home,other,2,0,yes,0,14,no,4,3,4,1,2
F,18,GT3,T,4,4,4,teacher,teacher,2,0,yes,0,18,no,3,5,1,1,2
M,18,LE3,T,4,4,5,services,other,1,0,yes,3,17,no,4,5,5,1,1
F,17,GT3,T,4,2,4,other,other,2,0,yes,0,18,no,3,3,4,1,2
F,18,GT3,T,2,2,4,at_home,other,2,1,yes,0,0,yes,3,3,4,1,1
M,18,LE3,T,1,2,4,at_home,services,1,0,yes,8,11,no,1,4,1,5,5
M,18,GT3,T,4,4,2,at_home,services,1,0,yes,5,14,yes,5,5,1,1,1
M,17,GT3,T,1,1,4,other,services,1,0,no,4,14,no,2,3,4,3,4
F,18,GT3,T,2,2,1,other,other,2,0,yes,4,10,yes,3,1,2,1,1
F,18,LE3,T,2,2,5,services,services,3,0,yes,0,13,yes,4,5,3,1,4
F,18,LE3,A,4,2,5,teacher,other,2,0,yes,0,0,yes,3,1,5,1,1
F,18,GT3,T,1,1,4,at_home,services,2,1,no,2,10,no,4,2,2,1,2
F,19,GT3,T,1,1,5,at_home,services,1,1,no,0,0,no,5,5,2,2,3
F,17,GT3,T,4,2,4,teacher,other,4,0,yes,0,18,yes,2,3,5,3,1
F,17,LE3,A,2,1,5,services,other,2,0,yes,5,12,yes,3,3,2,1,2
F,18,LE3,A,1,1,5,at_home,services,2,0,yes,2,11,yes,2,3,3,1,2
F,18,GT3,T,1,2,4,at_home,at_home,2,0,no,0,12,no,1,1,4,1,1
F,19,GT3,A,1,1,3,at_home,at_home,2,3,no,0,0,yes,5,4,1,1,4
F,18,GT3,T,2,2,4,services,other,3,0,yes,5,15,yes,2,1,4,1,1
M,17,GT3,T,4,3,4,services,other,2,1,yes,4,11,yes,5,5,2,1,3
F,18,GT3,T,3,3,5,services,services,2,0,yes,0,10,yes,3,4,5,1,1
F,17,GT3,T,4,4,4,teacher,services,2,0,yes,2,12,no,3,3,5,1,2
F,17,LE3,A,3,2,1,services,other,2,0,yes,0,15,yes,2,3,5,1,2
M,18,LE3,T,1,1,3,other,services,1,0,yes,2,14,yes,3,2,3,1,2
F,18,LE3,T,1,1,5,at_home,services,3,0,yes,0,18,no,3,2,4,1,1
F,18,LE3,A,1,2,4,at_home,other,2,0,yes,0,15,yes,3,4,5,1,4
F,18,GT3,T,3,3,4,services,services,2,0,yes,6,13,yes,3,2,3,1,3
F,17,LE3,T,4,4,2,at_home,at_home,2,0,yes,4,15,yes,3,4,1,1,1
F,17,GT3,T,1,2,3,other,services,2,0,yes,0,13,no,2,2,3,1,2
M,18,GT3,T,1,3,3,at_home,other,2,0,yes,0,9,no,3,4,3,2,4
M,18,LE3,T,4,4,4,teacher,services,3,0,yes,0,16,yes,2,2,5,2,2
F,17,GT3,T,1,1,5,other,services,1,1,yes,0,9,yes,2,1,1,1,2
F,18,GT3,T,2,3,5,at_home,services,1,0,yes,0,10,yes,2,3,4,1,2
F,18,GT3,T,4,4,3,other,teacher,2,0,yes,0,0,yes,2,2,5,4,2
M,18,LE3,T,1,2,4,at_home,services,1,0,no,3,10,yes,3,3,3,2,3
F,17,GT3,T,2,2,3,other,at_home,3,0,yes,8,12,yes,4,3,3,1,1
F,17,GT3,T,1,2,3,other,other,1,0,yes,4,9,no,5,5,1,1,3
F,18,LE3,T,4,4,5,other,other,3,0,yes,0,17,no,4,4,1,1,1
F,18,GT3,T,1,1,4,other,other,3,0,yes,4,12,no,3,2,4,1,2
F,19,GT3,T,1,1,4,at_home,other,2,1,yes,4,9,yes,3,3,3,1,1
F,18,LE3,T,4,4,5,teacher,services,2,0,yes,1,14,no,4,3,2,3,4
F,18,GT3,T,3,3,4,other,other,2,0,yes,1,16,yes,1,3,1,1,2
F,17,GT3,T,3,1,4,at_home,other,2,0,yes,10,9,no,5,4,1,2,3
M,18,GT3,T,4,4,3,teacher,teacher,2,0,yes,4,19,no,2,4,2,1,4
M,18,GT3,T,2,1,4,other,other,1,0,yes,0,0,yes,4,3,5,1,3
M,17,GT3,T,2,3,4,other,services,2,0,yes,4,16,no,4,3,3,1,1
M,19,GT3,T,1,1,4,other,services,1,1,yes,0,0,no,3,2,5,1,3
M,18,GT3,T,4,2,5,other,other,1,1,yes,0,0,no,4,3,3,4,3
F,18,GT3,T,2,2,5,at_home,other,3,0,yes,0,15,no,3,3,4,1,3
F,17,GT3,T,4,3,5,teacher,other,2,0,yes,0,11,no,5,4,1,1,1
F,18,GT3,T,4,4,4,teacher,at_home,1,0,yes,4,10,yes,4,3,5,2,2
F,19,GT3,T,2,3,5,services,other,3,1,yes,4,10,no,4,2,5,1,2
F,18,LE3,T,3,1,4,teacher,services,2,0,yes,4,16,no,3,4,1,1,1
F,18,GT3,T,1,1,1,other,other,2,0,yes,6,9,no,1,1,5,1,1
M,17,LE3,T,3,1,2,services,services,1,0,yes,6,10,no,4,5,2,3,4
M,18,LE3,T,3,2,4,services,other,1,0,yes,4,11,no,4,1,5,3,4
